K,Cluster,Centroid
33,11,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
33,12,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
33,13,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
33,14,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
33,15,"[ 1.76604 ,-0.560785, 0.124354,-0.593465,-0.951423, 0.722954,-0.507674]"
33,16,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
33,17,"[ 1.668399,-0.702917,-0.371832,-0.794754,-0.826741, 0.083852, 0.943994]"
33,18,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
33,19,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
33,20,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
33,21,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
33,22,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
33,23,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
33,24,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
33,25,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
33,26,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
33,27,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
33,28,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
33,29,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
33,30,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
33,31,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
33,32,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
33,33,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
34,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
34,2,"[ 1.983104,-0.504872, 0.053741, 0.33554 ,-0.437824,-0.717628,-0.712061]"
34,3,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
34,4,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
34,5,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
34,6,"[ 1.858614, 0.662419, 0.062901,-0.469722,-0.76634 ,-0.572942,-0.77493 ]"
34,7,"[ 2.014439,-0.135857, 0.263237,-0.504742,-0.823601,-0.514102,-0.299373]"
34,8,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
34,9,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
34,10,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
34,11,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
34,12,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
34,13,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
34,14,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
34,15,"[ 1.76604 ,-0.560785, 0.124354,-0.593465,-0.951423, 0.722954,-0.507674]"
34,16,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
34,17,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
34,18,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
34,19,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
34,20,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
34,21,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
34,22,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
34,23,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
34,24,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
34,25,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
34,26,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
34,27,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
34,28,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
34,29,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
34,30,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
34,31,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
34,32,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
34,33,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
34,34,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
35,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
35,2,"[ 1.983104,-0.504872, 0.053741, 0.33554 ,-0.437824,-0.717628,-0.712061]"
35,3,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
35,4,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
35,5,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
35,6,"[ 1.858614, 0.662419, 0.062901,-0.469722,-0.76634 ,-0.572942,-0.77493 ]"
35,7,"[ 2.014439,-0.135857, 0.263237,-0.504742,-0.823601,-0.514102,-0.299373]"
35,8,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
35,9,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
35,10,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
35,11,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
35,12,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
35,13,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
35,14,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
35,15,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
35,16,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
35,17,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
35,18,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
35,19,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
35,20,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
35,21,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
35,22,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
35,23,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
35,24,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
35,25,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
35,26,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
35,27,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
35,28,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
35,29,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
35,30,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
35,31,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
35,32,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
35,33,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
35,34,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
35,35,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
36,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
36,2,"[ 1.983104,-0.504872, 0.053741, 0.33554 ,-0.437824,-0.717628,-0.712061]"
36,3,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
36,4,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
36,5,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
36,6,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
36,7,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
36,8,"[ 2.014439,-0.135857, 0.263237,-0.504742,-0.823601,-0.514102,-0.299373]"
36,9,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
36,10,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
36,11,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
36,12,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
36,13,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
36,14,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
36,15,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
36,16,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
36,17,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
36,18,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
36,19,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
36,20,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
36,21,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
36,22,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
36,23,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
36,24,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
36,25,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
36,26,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
36,27,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
36,28,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
36,29,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
36,30,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
36,31,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
36,32,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
36,33,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
36,34,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
36,35,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
36,36,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
37,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
37,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
37,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
37,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
37,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
37,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
37,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
37,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
37,9,"[ 2.014439,-0.135857, 0.263237,-0.504742,-0.823601,-0.514102,-0.299373]"
37,10,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
37,11,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
37,12,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
37,13,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
37,14,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
37,15,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
37,16,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
37,17,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
37,18,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
37,19,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
37,20,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
37,21,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
37,22,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
37,23,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
37,24,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
37,25,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
37,26,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
37,27,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
37,28,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
37,29,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
37,30,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
37,31,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
37,32,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
37,33,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
37,34,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
37,35,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
37,36,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
37,37,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
38,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
38,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
38,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
38,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
38,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
38,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
38,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
38,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
38,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
38,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
38,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
38,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
38,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
38,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
38,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
38,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
38,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
38,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
38,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
38,20,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
38,21,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
38,22,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
38,23,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
38,24,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
38,25,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
38,26,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
38,27,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
38,28,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
38,29,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
38,30,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
38,31,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
38,32,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
38,33,"[-1.897076,-0.507377, 0.112253, 0.683863, 0.935932, 0.435517, 0.236887]"
38,34,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
38,35,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
38,36,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
38,37,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
38,38,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
39,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
39,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
39,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
39,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
39,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
39,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
39,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
39,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
39,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
39,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
39,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
39,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
39,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
39,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
39,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
39,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
39,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
39,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
39,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
39,20,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
39,21,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
39,22,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
39,23,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
39,24,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
39,25,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
39,26,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
39,27,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
39,28,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
39,29,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
39,30,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
39,31,"[-1.713745, 0.026493, 0.426783, 0.931337, 1.074055,-0.618244,-0.126679]"
39,32,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
39,33,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
39,34,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
39,35,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
39,36,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
39,37,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
39,38,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
39,39,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
40,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
40,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
40,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
40,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
40,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
40,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
40,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
40,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
40,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
40,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
40,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
40,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
40,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
40,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
40,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
40,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
40,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
40,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
40,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
40,20,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
40,21,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
40,22,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
40,23,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
40,24,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
40,25,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
