K,Cluster,Centroid
46,40,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
46,41,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
46,42,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
46,43,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
46,44,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
46,45,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
46,46,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
47,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
47,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
47,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
47,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
47,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
47,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
47,7,"[ 1.319655, 1.135419, 0.536364,-0.43357 ,-0.83376 ,-0.851932,-0.872177]"
47,8,"[ 1.041014, 1.152234, 0.838293,-0.911125,-1.023102,-0.725342,-0.371972]"
47,9,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
47,10,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
47,11,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
47,12,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
47,13,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
47,14,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
47,15,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
47,16,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
47,17,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
47,18,"[ 1.236091,-1.563732,-0.551105, 0.152021,-0.550326, 1.054189, 0.222861]"
47,19,"[ 1.287543,-1.728666,-0.395762, 0.467797,-0.476296, 0.314876, 0.530508]"
47,20,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
47,21,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
47,22,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
47,23,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
47,24,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
47,25,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
47,26,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
47,27,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
47,28,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
47,29,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
47,30,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
47,31,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
47,32,"[-1.076162,-1.023046,-0.857604, 0.141222, 1.010585, 0.790482, 1.014522]"
47,33,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
47,34,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
47,35,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
47,36,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
47,37,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
47,38,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
47,39,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
47,40,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
47,41,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
47,42,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
47,43,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
47,44,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
47,45,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
47,46,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
47,47,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
48,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
48,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
48,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
48,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
48,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
48,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
48,7,"[ 1.319655, 1.135419, 0.536364,-0.43357 ,-0.83376 ,-0.851932,-0.872177]"
48,8,"[ 1.041014, 1.152234, 0.838293,-0.911125,-1.023102,-0.725342,-0.371972]"
48,9,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
48,10,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
48,11,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
48,12,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
48,13,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
48,14,"[ 1.796914, 0.43152 , 0.126921,-1.134834,-1.012158,-0.230095, 0.021732]"
48,15,"[ 1.204811, 0.611046, 0.33041 ,-1.698188,-0.862537,-0.212402, 0.626861]"
48,16,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
48,17,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
48,18,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
48,19,"[ 1.236091,-1.563732,-0.551105, 0.152021,-0.550326, 1.054189, 0.222861]"
48,20,"[ 1.287543,-1.728666,-0.395762, 0.467797,-0.476296, 0.314876, 0.530508]"
48,21,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
48,22,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
48,23,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
48,24,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
48,25,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
48,26,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
48,27,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
48,28,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
48,29,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
48,30,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
48,31,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
48,32,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
48,33,"[-1.076162,-1.023046,-0.857604, 0.141222, 1.010585, 0.790482, 1.014522]"
48,34,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
48,35,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
48,36,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
48,37,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
48,38,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
48,39,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
48,40,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
48,41,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
48,42,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
48,43,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
48,44,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
48,45,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
48,46,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
48,47,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
48,48,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
49,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
49,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
49,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
49,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
49,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
49,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
49,7,"[ 1.319655, 1.135419, 0.536364,-0.43357 ,-0.83376 ,-0.851932,-0.872177]"
49,8,"[ 1.041014, 1.152234, 0.838293,-0.911125,-1.023102,-0.725342,-0.371972]"
49,9,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
49,10,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
49,11,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
49,12,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
49,13,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
49,14,"[ 1.796914, 0.43152 , 0.126921,-1.134834,-1.012158,-0.230095, 0.021732]"
49,15,"[ 1.204811, 0.611046, 0.33041 ,-1.698188,-0.862537,-0.212402, 0.626861]"
49,16,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
49,17,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
49,18,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
49,19,"[ 1.236091,-1.563732,-0.551105, 0.152021,-0.550326, 1.054189, 0.222861]"
49,20,"[ 1.287543,-1.728666,-0.395762, 0.467797,-0.476296, 0.314876, 0.530508]"
49,21,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
49,22,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
49,23,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
49,24,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
49,25,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
49,26,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
49,27,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
49,28,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
49,29,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
49,30,"[-1.322874,-0.869265,-0.525665, 0.013359, 0.320396, 1.093349, 1.2907  ]"
49,31,"[-1.157782,-0.3159  ,-0.562729,-0.502628,-0.165   , 0.96003 , 1.744009]"
49,32,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
49,33,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
49,34,"[-1.076162,-1.023046,-0.857604, 0.141222, 1.010585, 0.790482, 1.014522]"
49,35,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
49,36,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
49,37,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
49,38,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
49,39,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
49,40,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
49,41,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
49,42,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
49,43,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
49,44,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
49,45,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
49,46,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
49,47,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
49,48,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
49,49,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
50,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
50,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
50,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
50,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
50,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
50,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
50,7,"[ 1.319655, 1.135419, 0.536364,-0.43357 ,-0.83376 ,-0.851932,-0.872177]"
50,8,"[ 1.041014, 1.152234, 0.838293,-0.911125,-1.023102,-0.725342,-0.371972]"
50,9,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
50,10,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
50,11,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
50,12,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
50,13,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
50,14,"[ 1.796914, 0.43152 , 0.126921,-1.134834,-1.012158,-0.230095, 0.021732]"
50,15,"[ 1.204811, 0.611046, 0.33041 ,-1.698188,-0.862537,-0.212402, 0.626861]"
50,16,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
50,17,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
50,18,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
50,19,"[ 1.236091,-1.563732,-0.551105, 0.152021,-0.550326, 1.054189, 0.222861]"
50,20,"[ 1.287543,-1.728666,-0.395762, 0.467797,-0.476296, 0.314876, 0.530508]"
50,21,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
50,22,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
50,23,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
50,24,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
50,25,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
50,26,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
50,27,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
50,28,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
50,29,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
50,30,"[-1.322874,-0.869265,-0.525665, 0.013359, 0.320396, 1.093349, 1.2907  ]"
50,31,"[-1.157782,-0.3159  ,-0.562729,-0.502628,-0.165   , 0.96003 , 1.744009]"
50,32,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
50,33,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
50,34,"[-0.873337,-0.831573,-0.857012,-0.531601, 0.91506 , 0.945063, 1.2334  ]"
50,35,"[-1.093173,-1.039105,-0.857654, 0.197653, 1.018597, 0.777517, 0.996165]"
50,36,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
50,37,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
50,38,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
50,39,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
50,40,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
50,41,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
50,42,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
50,43,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
50,44,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
50,45,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
50,46,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
50,47,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
50,48,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
50,49,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
50,50,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
