K,Cluster,Centroid
35,34,"[0.775108,0.243401,0.313067,0.198556,0.459732,0.545463,0.736426]"
35,35,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
36,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
36,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
36,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
36,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
36,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
36,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
36,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
36,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
36,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
36,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
36,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
36,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
36,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
36,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
36,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
36,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
36,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
36,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
36,19,"[0.94552 ,0.409894,0.412971,0.703429,0.305288,0.179694,0.24934 ]"
36,20,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
36,21,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
36,22,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
36,23,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
36,24,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
36,25,"[0.84032 ,0.733069,0.590286,0.170582,0.151399,0.25083 ,0.397881]"
36,26,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
36,27,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
36,28,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
36,29,"[0.80487 ,0.10568 ,0.325563,0.705376,0.296396,0.538795,0.553211]"
36,30,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
36,31,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
36,32,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
36,33,"[0.871941,0.362514,0.337714,0.302858,0.172677,0.45828 ,0.676616]"
36,34,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
36,35,"[0.775108,0.243401,0.313067,0.198556,0.459732,0.545463,0.736426]"
36,36,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
37,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
37,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
37,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
37,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
37,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
37,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
37,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
37,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
37,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
37,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
37,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
37,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
37,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
37,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
37,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
37,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
37,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
37,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
37,19,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
37,20,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
37,21,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
37,22,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
37,23,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
37,24,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
37,25,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
37,26,"[0.84032 ,0.733069,0.590286,0.170582,0.151399,0.25083 ,0.397881]"
37,27,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
37,28,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
37,29,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
37,30,"[0.80487 ,0.10568 ,0.325563,0.705376,0.296396,0.538795,0.553211]"
37,31,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
37,32,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
37,33,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
37,34,"[0.871941,0.362514,0.337714,0.302858,0.172677,0.45828 ,0.676616]"
37,35,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
37,36,"[0.775108,0.243401,0.313067,0.198556,0.459732,0.545463,0.736426]"
37,37,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
38,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
38,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
38,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
38,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
38,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
38,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
38,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
38,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
38,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
38,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
38,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
38,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
38,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
38,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
38,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
38,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
38,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
38,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
38,19,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
38,20,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
38,21,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
38,22,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
38,23,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
38,24,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
38,25,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
38,26,"[0.84032 ,0.733069,0.590286,0.170582,0.151399,0.25083 ,0.397881]"
38,27,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
38,28,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
38,29,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
38,30,"[0.80487 ,0.10568 ,0.325563,0.705376,0.296396,0.538795,0.553211]"
38,31,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
38,32,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
38,33,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
38,34,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
38,35,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
38,36,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
38,37,"[0.775108,0.243401,0.313067,0.198556,0.459732,0.545463,0.736426]"
38,38,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
39,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
39,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
39,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
39,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
39,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
39,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
39,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
39,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
39,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
39,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
39,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
39,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
39,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
39,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
39,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
39,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
39,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
39,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
39,19,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
39,20,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
39,21,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
39,22,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
39,23,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
39,24,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
39,25,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
39,26,"[0.84032 ,0.733069,0.590286,0.170582,0.151399,0.25083 ,0.397881]"
39,27,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
39,28,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
39,29,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
39,30,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
39,31,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
39,32,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
39,33,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
39,34,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
39,35,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
39,36,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
39,37,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
39,38,"[0.775108,0.243401,0.313067,0.198556,0.459732,0.545463,0.736426]"
39,39,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
40,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
40,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
40,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
40,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
40,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
40,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
40,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
40,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
40,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
40,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
40,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
40,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
40,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
40,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
40,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
40,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
40,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
40,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
40,19,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
40,20,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
40,21,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
40,22,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
40,23,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
40,24,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
40,25,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
40,26,"[0.84032 ,0.733069,0.590286,0.170582,0.151399,0.25083 ,0.397881]"
40,27,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
40,28,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
40,29,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
40,30,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
40,31,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
40,32,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
40,33,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
40,34,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
40,35,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
40,36,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
40,37,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
40,38,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
40,39,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
40,40,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
41,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
41,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
41,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
41,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
41,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
41,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
41,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
41,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
41,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
41,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
41,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
41,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
41,13,"[0.212725,0.33839 ,0.281706,0.544151,0.552063,0.827669,0.790106]"
41,14,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
41,15,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
41,16,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
41,17,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
41,18,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
41,19,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
41,20,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
41,21,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
41,22,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
41,23,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
41,24,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
41,25,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
41,26,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
41,27,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
41,28,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
41,29,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
41,30,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
41,31,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
41,32,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
41,33,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
41,34,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
41,35,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
41,36,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
41,37,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
41,38,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
41,39,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
41,40,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
41,41,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
42,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
42,2,"[0.089914,0.75921 ,0.688058,0.74603 ,0.654668,0.233132,0.359916]"
42,3,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
42,4,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
42,5,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
42,6,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
42,7,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
42,8,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
42,9,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
42,10,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
42,11,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
42,12,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
42,13,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
42,14,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
42,15,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
42,16,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
42,17,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
42,18,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
42,19,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
42,20,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
42,21,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
42,22,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
42,23,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
42,24,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
42,25,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
42,26,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
42,27,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
42,28,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
42,29,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
42,30,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
42,31,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
42,32,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
42,33,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
42,34,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
42,35,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
42,36,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
42,37,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
42,38,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
42,39,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
42,40,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
42,41,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
42,42,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
43,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
43,2,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
43,3,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
43,4,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
43,5,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
43,6,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
43,7,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
43,8,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
43,9,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
43,10,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
43,11,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
43,12,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
43,13,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
43,14,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
43,15,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
43,16,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
43,17,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
43,18,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
43,19,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
43,20,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
43,21,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
43,22,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
43,23,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
43,24,"[0.880249,0.66078 ,0.101176,0.272979,0.256126,0.385298,0.559911]"
43,25,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
43,26,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
43,27,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
43,28,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
43,29,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
43,30,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
43,31,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
43,32,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
43,33,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
43,34,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
43,35,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
43,36,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
